Date,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Adj Close,TSLA_Volume,Crude_Oil,DJI,Gold,Silver,Nasdaq,S&P,operating_cash_flow,total_revenue,current_assets,current_liabilities,TSLA_Close
2018-12-03,24.0,24.4,23.466667,23.899332,124597500,52.950001,25826.429688,1233.900024,14.381,7441.509766,2790.370117,2405000.0,24578000.0,12103000.0,26199000.0,23.899332
2018-12-04,23.736668,24.578667,23.466667,23.98,126928500,53.25,25027.070313,1241.099976,14.521,7158.430176,2700.060059,2405000.0,24578000.0,12103000.0,26199000.0,23.98
2018-12-06,23.733999,24.492001,23.384001,24.204,117637500,51.490002,24947.669922,1238.099976,14.39,7188.259766,2695.949951,2405000.0,24578000.0,12103000.0,26199000.0,24.204
2018-12-07,24.6,25.299334,23.843332,23.864668,172668000,52.610001,24388.949219,1246.800049,14.572,6969.25,2633.080078,2405000.0,24578000.0,12103000.0,26199000.0,23.864668
2018-12-10,24.0,24.398666,23.541332,24.343332,99202500,51.0,24423.259766,1243.699951,14.478,7020.52002,2637.719971,2405000.0,24578000.0,12103000.0,26199000.0,24.343332
2018-12-11,24.660667,24.811333,24.015333,24.450666,94632000,51.650002,24370.240234,1241.900024,14.499,7031.830078,2636.780029,2405000.0,24578000.0,12103000.0,26199000.0,24.450666
2018-12-12,24.628,24.794001,24.344,24.440001,75405000,51.150002,24527.269531,1244.400024,14.725,7098.310059,2651.070068,2405000.0,24578000.0,12103000.0,26199000.0,24.440001
2018-12-13,24.676666,25.162666,24.450001,25.119333,110488500,52.580002,24597.380859,1242.699951,14.729,7070.330078,2650.540039,2405000.0,24578000.0,12103000.0,26199000.0,25.119333
2018-12-14,25.0,25.191334,24.288668,24.380667,95064000,51.200001,24100.509766,1237.0,14.513,6910.660156,2599.949951,2405000.0,24578000.0,12103000.0,26199000.0,24.380667
2018-12-17,24.133333,24.379999,22.925333,23.228001,115110000,49.880001,23592.980469,1247.400024,14.639,6753.72998,2545.939941,2405000.0,24578000.0,12103000.0,26199000.0,23.228001
2018-12-18,23.369333,23.436666,22.246,22.468666,106500000,46.240002,23675.640625,1249.199951,14.585,6783.910156,2546.159912,2405000.0,24578000.0,12103000.0,26199000.0,22.468666
2018-12-19,22.506666,23.134001,21.982668,22.198,124113000,47.200001,23323.660156,1252.099976,14.702,6636.830078,2506.959961,2405000.0,24578000.0,12103000.0,26199000.0,22.198
2018-12-20,21.803333,22.019333,20.791332,21.025333,136078500,45.880001,22859.599609,1263.599976,14.753,6528.410156,2467.419922,2405000.0,24578000.0,12103000.0,26199000.0,21.025333
2018-12-21,21.16,21.564667,20.829332,21.318001,120252000,45.59,22445.369141,1253.800049,14.583,6332.990234,2416.620117,2405000.0,24578000.0,12103000.0,26199000.0,21.318001
2018-12-24,20.9,20.966667,19.68,19.692667,83398500,42.529999,21792.199219,1267.5,14.701,6192.919922,2351.100098,2405000.0,24578000.0,12103000.0,26199000.0,19.692667
2018-12-26,20.0,21.798,19.606001,21.739332,122446500,46.220001,22878.449219,1269.199951,15.004,6554.359863,2467.699951,2405000.0,24578000.0,12103000.0,26199000.0,21.739332
2018-12-27,21.322666,21.478001,20.1,21.075333,128626500,44.610001,23138.820313,1277.300049,15.191,6579.490234,2488.830078,2405000.0,24578000.0,12103000.0,26199000.0,21.075333
2018-12-28,21.540001,22.416,21.227333,22.257999,149085000,45.330002,23062.400391,1279.900024,15.326,6584.52002,2485.73999,2405000.0,24578000.0,12103000.0,26199000.0,22.257999
2018-12-31,22.519333,22.614,21.684,22.186666,94534500,45.41,23327.460938,1278.300049,15.433,6635.279785,2506.850098,2405000.0,24578000.0,12103000.0,26199000.0,22.186666
2019-01-02,20.406668,21.008667,19.92,20.674667,174879000,46.540001,23346.240234,1281.0,15.542,6665.939941,2510.030029,2405000.0,24578000.0,12103000.0,26199000.0,20.674667
2019-01-03,20.466667,20.626667,19.825333,20.024,104478000,47.09,22686.220703,1291.800049,15.706,6463.5,2447.889893,2405000.0,24578000.0,12103000.0,26199000.0,20.024
2019-01-04,20.4,21.200001,20.181999,21.179333,110911500,47.959999,23433.160156,1282.699951,15.695,6738.859863,2531.939941,2405000.0,24578000.0,12103000.0,26199000.0,21.179333
2019-01-07,21.448,22.449333,21.183332,22.330667,113268000,48.52,23531.349609,1286.800049,15.669,6823.470215,2549.689941,2405000.0,24578000.0,12103000.0,26199000.0,22.330667
2019-01-08,22.797333,22.934,21.801332,22.356667,105127500,49.779999,23787.449219,1283.199951,15.626,6897.0,2574.409912,2405000.0,24578000.0,12103000.0,26199000.0,22.356667
2019-01-09,22.366667,22.9,22.098,22.568666,81493500,52.360001,23879.119141,1289.300049,15.653,6957.080078,2584.959961,2405000.0,24578000.0,12103000.0,26199000.0,22.568666
2019-01-10,22.293333,23.025999,22.119333,22.997999,90846000,52.59,24001.919922,1284.699951,15.561,6986.069824,2596.639893,2405000.0,24578000.0,12103000.0,26199000.0,22.997999
2019-01-11,22.806,23.227333,22.584667,23.150667,75586500,51.59,23995.949219,1287.099976,15.577,6971.47998,2596.26001,2405000.0,24578000.0,12103000.0,26199000.0,23.150667
2019-01-14,22.825333,22.833332,22.266666,22.293333,78709500,50.509998,23909.839844,1289.099976,15.609,6905.919922,2582.610107,2405000.0,24578000.0,12103000.0,26199000.0,22.293333
2019-01-15,22.333332,23.253332,22.299999,22.962,90849000,52.110001,24065.589844,1286.199951,15.546,7023.830078,2610.300049,2405000.0,24578000.0,12103000.0,26199000.0,22.962
2019-01-16,22.985332,23.466667,22.9,23.07,70375500,52.310001,24207.160156,1291.599976,15.564,7034.689941,2616.100098,2405000.0,24578000.0,12103000.0,26199000.0,23.07
2019-01-17,23.080667,23.433332,22.943333,23.153999,55150500,52.07,24370.099609,1291.0,15.467,7084.459961,2635.959961,2405000.0,24578000.0,12103000.0,26199000.0,23.153999
2019-01-18,21.533333,21.808666,19.982,20.150667,362262000,53.799999,24706.349609,1281.300049,15.33,7157.22998,2670.709961,2405000.0,24578000.0,12103000.0,26199000.0,20.150667
2019-01-22,20.321333,20.533333,19.700001,19.927999,181000500,52.57,24404.480469,1282.5,15.259,7020.359863,2632.899902,2405000.0,24578000.0,12103000.0,26199000.0,19.927999
2019-01-23,19.5,19.633333,18.779333,19.172667,187950000,52.619999,24575.619141,1283.099976,15.317,7025.77002,2638.699951,2405000.0,24578000.0,12103000.0,26199000.0,19.172667
2019-01-24,18.868668,19.578667,18.618668,19.434,120183000,53.130001,24553.240234,1279.099976,15.238,7073.459961,2642.330078,2405000.0,24578000.0,12103000.0,26199000.0,19.434
2019-01-25,19.625999,19.901333,19.303333,19.802668,108744000,53.689999,24737.199219,1297.400024,15.639,7164.859863,2664.76001,2405000.0,24578000.0,12103000.0,26199000.0,19.802668
2019-01-28,19.527332,19.830667,19.183332,19.758667,96349500,51.990002,24528.220703,1302.400024,15.709,7085.680176,2643.850098,2405000.0,24578000.0,12103000.0,26199000.0,19.758667
2019-01-29,19.684668,19.903999,19.453333,19.830667,69325500,53.310001,24579.960938,1308.199951,15.786,7028.290039,2640.0,2405000.0,24578000.0,12103000.0,26199000.0,19.830667
2019-01-30,20.030001,20.6,19.899332,20.584667,168754500,54.23,25014.859375,1309.900024,15.88,7183.080078,2681.050049,2405000.0,24578000.0,12103000.0,26199000.0,20.584667
2019-01-31,20.066668,20.770666,19.6,20.468,188538000,53.790001,24999.669922,1319.699951,16.021999,7281.740234,2704.100098,2405000.0,24578000.0,12103000.0,26199000.0,20.468
2019-02-01,20.361334,21.073334,20.233334,20.813999,109251000,55.259998,25063.890625,1316.900024,15.88,7263.870117,2706.530029,2405000.0,24578000.0,12103000.0,26199000.0,20.813999
2019-02-04,20.865334,21.02,20.125334,20.859333,110281500,54.560001,25239.369141,1314.300049,15.837,7347.540039,2724.870117,2405000.0,24578000.0,12103000.0,26199000.0,20.859333
2019-02-05,20.832666,21.496,20.816668,21.423332,101142000,53.66,25411.519531,1314.199951,15.79,7402.080078,2737.699951,2405000.0,24578000.0,12103000.0,26199000.0,21.423332
2019-02-06,21.306,21.615999,21.041332,21.148001,75577500,54.009998,25390.300781,1309.5,15.656,7375.279785,2731.610107,2405000.0,24578000.0,12103000.0,26199000.0,21.148001
2019-02-07,20.886667,20.98,20.200001,20.500668,97809000,52.639999,25169.529297,1309.400024,15.675,7288.350098,2706.050049,2405000.0,24578000.0,12103000.0,26199000.0,20.500668
2019-02-08,20.455334,20.496668,19.9,20.386667,87663000,52.720001,25106.330078,1313.699951,15.773,7298.200195,2707.879883,2405000.0,24578000.0,12103000.0,26199000.0,20.386667
2019-02-11,20.773333,21.24,20.700001,20.856001,106945500,52.41,25053.109375,1307.0,15.657,7307.899902,2709.800049,2405000.0,24578000.0,12103000.0,26199000.0,20.856001
2019-02-12,21.08,21.212667,20.641333,20.787333,82764000,53.099998,25425.759766,1309.199951,15.66,7414.620117,2744.72998,2405000.0,24578000.0,12103000.0,26199000.0,20.787333
2019-02-13,20.823334,20.85,20.371332,20.544666,77124000,53.900002,25543.269531,1310.800049,15.624,7420.379883,2753.030029,2405000.0,24578000.0,12103000.0,26199000.0,20.544666
2019-02-14,20.225332,20.451332,20.066668,20.251333,78012000,54.41,25439.390625,1309.800049,15.5,7426.950195,2745.72998,2405000.0,24578000.0,12103000.0,26199000.0,20.251333
2019-02-15,20.299999,20.533333,20.26,20.525333,58573500,55.59,25883.25,1318.099976,15.723,7472.410156,2775.600098,2405000.0,24578000.0,12103000.0,26199000.0,20.525333
2019-02-19,20.437332,20.769333,20.364668,20.375999,62526000,56.09,25891.320313,1340.099976,15.947,7486.77002,2779.76001,2405000.0,24578000.0,12103000.0,26199000.0,20.375999
2019-02-20,20.294001,20.42,19.933332,20.170668,107131500,56.919998,25954.439453,1343.300049,16.157,7489.069824,2784.699951,2405000.0,24578000.0,12103000.0,26199000.0,20.170668
2019-02-21,20.120667,20.216,19.366667,19.415333,133638000,56.959999,25850.630859,1323.5,15.791,7459.709961,2774.879883,2405000.0,24578000.0,12103000.0,26199000.0,19.415333
2019-02-22,19.632668,19.766666,19.473333,19.647333,86109000,57.259998,26031.810547,1329.199951,15.908,7527.540039,2792.669922,2405000.0,24578000.0,12103000.0,26199000.0,19.647333
2019-02-25,19.860666,20.193333,19.799999,19.917999,99397500,55.48,26091.949219,1325.900024,15.825,7554.459961,2796.110107,2405000.0,24578000.0,12103000.0,26199000.0,19.917999
2019-02-26,19.481333,20.134001,19.251333,19.857332,128737500,55.5,26057.980469,1325.099976,15.827,7549.299805,2793.899902,2405000.0,24578000.0,12103000.0,26199000.0,19.857332
2019-02-27,20.118668,21.086666,20.036667,20.982668,167758500,56.939999,25985.160156,1317.699951,15.672,7554.509766,2792.379883,2405000.0,24578000.0,12103000.0,26199000.0,20.982668
2019-02-28,21.261333,21.333332,20.720667,21.325333,157810500,57.220001,25916.0,1312.800049,15.538,7532.529785,2784.48999,2405000.0,24578000.0,12103000.0,26199000.0,21.325333
2019-03-01,20.462667,20.475332,19.459999,19.652666,343671000,55.799999,26026.320313,1296.400024,15.169,7595.350098,2803.689941,2405000.0,24578000.0,12103000.0,26199000.0,19.652666
2019-03-04,19.874666,19.933332,18.851999,19.024,256452000,56.59,25819.650391,1284.800049,15.017,7577.569824,2792.810059,2405000.0,24578000.0,12103000.0,26199000.0,19.024
2019-03-05,18.799999,18.933332,18.006666,18.436001,281470500,56.560001,25806.630859,1282.0,15.02,7576.359863,2789.649902,2405000.0,24578000.0,12103000.0,26199000.0,18.436001
2019-03-06,18.431999,18.767332,18.292667,18.416,155032500,56.220001,25673.460938,1284.900024,15.003,7505.919922,2771.449951,2405000.0,24578000.0,12103000.0,26199000.0,18.416
2019-03-07,18.589333,18.98,18.283333,18.439333,141637500,56.66,25473.230469,1283.800049,14.96,7421.459961,2748.929932,2405000.0,24578000.0,12103000.0,26199000.0,18.439333
2019-03-08,18.460667,19.039333,18.392668,18.942667,132294000,56.07,25450.240234,1297.0,15.272,7408.140137,2743.070068,2405000.0,24578000.0,12103000.0,26199000.0,18.942667
2019-03-11,18.901333,19.418667,18.700001,19.394667,110884500,56.790001,25650.880859,1288.800049,15.197,7558.060059,2783.300049,2405000.0,24578000.0,12103000.0,26199000.0,19.394667
2019-03-12,19.099333,19.204666,18.737333,18.890667,112561500,56.869999,25554.660156,1296.300049,15.338,7591.029785,2791.52002,2405000.0,24578000.0,12103000.0,26199000.0,18.890667
2019-03-13,18.926666,19.466,18.846666,19.264,102670500,58.259998,25702.890625,1307.5,15.381,7643.410156,2810.919922,2405000.0,24578000.0,12103000.0,26199000.0,19.264
2019-03-14,19.496668,19.692667,19.219334,19.330667,106551000,58.610001,25709.939453,1293.400024,15.101,7630.910156,2808.47998,2405000.0,24578000.0,12103000.0,26199000.0,19.330667
2019-03-15,18.900667,18.914667,18.293333,18.362,221782500,58.52,25848.869141,1301.800049,15.253,7688.529785,2822.47998,2405000.0,24578000.0,12103000.0,26199000.0,18.362
2019-03-18,18.4,18.536667,17.82,17.966,154215000,59.09,25914.099609,1300.300049,15.251,7714.47998,2832.939941,2405000.0,24578000.0,12103000.0,26199000.0,17.966
2019-03-19,17.833332,18.219999,17.563999,17.831333,177009000,59.029999,25887.380859,1305.0,15.301,7723.950195,2832.570068,2405000.0,24578000.0,12103000.0,26199000.0,17.831333
2019-03-20,17.979334,18.331333,17.753332,18.24,103623000,59.830002,25745.669922,1300.5,15.245,7728.970215,2824.22998,2405000.0,24578000.0,12103000.0,26199000.0,18.24
2019-03-21,18.173332,18.43,17.896667,18.268,89206500,59.98,25962.509766,1306.099976,15.372,7838.959961,2854.879883,2405000.0,24578000.0,12103000.0,26199000.0,18.268
2019-03-22,18.172001,18.186666,17.6,17.635332,131184000,59.040001,25502.320313,1311.599976,15.345,7642.669922,2800.709961,2405000.0,24578000.0,12103000.0,26199000.0,17.635332
2019-03-25,17.313999,17.545334,16.964001,17.361334,153225000,58.82,25516.830078,1321.900024,15.507,7637.540039,2798.360107,2405000.0,24578000.0,12103000.0,26199000.0,17.361334
2019-03-26,17.629333,18.017332,17.628668,17.851334,110263500,59.939999,25657.730469,1314.300049,15.371,7691.52002,2818.459961,2405000.0,24578000.0,12103000.0,26199000.0,17.851334
2019-03-27,17.916668,18.358,17.878668,18.322001,131688000,59.41,25625.589844,1309.900024,15.239,7643.379883,2805.370117,2405000.0,24578000.0,12103000.0,26199000.0,18.322001
2019-03-28,18.477333,18.688667,18.34,18.574667,101611500,59.299999,25717.460938,1289.800049,14.921,7669.169922,2815.439941,2405000.0,24578000.0,12103000.0,26199000.0,18.574667
2019-03-29,18.58,18.677334,18.299999,18.657333,89869500,60.139999,25928.679688,1293.0,15.06,7729.319824,2834.399902,2405000.0,24578000.0,12103000.0,26199000.0,18.657333
2019-04-01,18.841333,19.280001,18.752001,19.278667,121656000,61.59,26258.419922,1288.400024,15.051,7828.910156,2867.189941,2405000.0,24578000.0,12103000.0,26199000.0,19.278667
2019-04-02,19.219999,19.296,18.925333,19.058666,82183500,62.580002,26179.130859,1290.0,15.018,7848.689941,2867.23999,2405000.0,24578000.0,12103000.0,26199000.0,19.058666
2019-04-03,19.154667,19.744667,19.144667,19.454,118791000,62.459999,26218.130859,1289.900024,15.059,7895.549805,2873.399902,2405000.0,24578000.0,12103000.0,26199000.0,19.454
2019-04-04,17.459333,18.08,17.372667,17.851999,355810500,62.099998,26384.630859,1289.0,15.041,7891.779785,2879.389893,2405000.0,24578000.0,12103000.0,26199000.0,17.851999
2019-04-05,17.990667,18.406668,17.740667,18.330667,195574500,63.080002,26424.990234,1290.400024,15.043,7938.689941,2892.73999,2405000.0,24578000.0,12103000.0,26199000.0,18.330667
2019-04-08,18.512667,18.743999,18.029333,18.213333,156156000,64.400002,26341.019531,1297.099976,15.173,7953.879883,2895.77002,2405000.0,24578000.0,12103000.0,26199000.0,18.213333
2019-04-09,18.110001,18.333332,17.974001,18.153999,88560000,63.98,26150.580078,1303.5,15.168,7909.279785,2878.199951,2405000.0,24578000.0,12103000.0,26199000.0,18.153999
2019-04-10,18.449333,18.558666,18.192667,18.403999,105919500,64.610001,26157.160156,1309.099976,15.201,7964.240234,2888.209961,2405000.0,24578000.0,12103000.0,26199000.0,18.403999
2019-04-11,17.886667,18.033333,17.706667,17.894667,147538500,63.580002,26143.050781,1288.599976,14.824,7947.359863,2888.320068,2405000.0,24578000.0,12103000.0,26199000.0,17.894667
2019-04-12,18.014668,18.129999,17.788668,17.846666,101190000,63.889999,26412.300781,1290.599976,14.92,7984.160156,2907.409912,2405000.0,24578000.0,12103000.0,26199000.0,17.846666
2019-04-15,17.908667,17.925333,17.242001,17.758667,150579000,63.400002,26384.769531,1286.800049,14.948,7976.009766,2905.580078,2405000.0,24578000.0,12103000.0,26199000.0,17.758667
2019-04-16,17.716667,18.333332,17.648001,18.224001,109093500,64.050003,26452.660156,1272.599976,14.891,8000.22998,2907.060059,2405000.0,24578000.0,12103000.0,26199000.0,18.224001
2019-04-17,18.316668,18.319332,17.902666,18.082001,76897500,63.759998,26449.539063,1272.199951,14.921,7996.080078,2900.449951,2405000.0,24578000.0,12103000.0,26199000.0,18.082001
2019-04-18,18.082001,18.322666,17.983334,18.217333,88144500,64.0,26559.539063,1271.900024,14.937,7998.060059,2905.030029,2405000.0,24578000.0,12103000.0,26199000.0,18.217333
2019-04-22,17.933332,17.978666,17.498667,17.516666,182206500,65.699997,26511.050781,1273.5,14.957,8015.27002,2907.969971,2405000.0,24578000.0,12103000.0,26199000.0,17.516666
2019-04-23,17.343332,17.706667,17.049999,17.593332,164158500,66.300003,26656.390625,1269.300049,14.773,8120.819824,2933.679932,2405000.0,24578000.0,12103000.0,26199000.0,17.593332
2019-04-24,17.59,17.688,17.200001,17.243999,160912500,65.889999,26597.050781,1275.5,14.898,8102.009766,2927.25,2405000.0,24578000.0,12103000.0,26199000.0,17.243999
2019-04-25,17.0,17.266666,16.404667,16.508667,327741000,65.209999,26462.080078,1275.800049,14.861,8118.680176,2926.169922,2405000.0,24578000.0,12103000.0,26199000.0,16.508667
2019-04-26,16.433332,16.445333,15.408667,15.676,335410500,63.299999,26543.330078,1284.900024,15.002,8146.399902,2939.879883,2405000.0,24578000.0,12103000.0,26199000.0,15.676
2019-04-29,15.724,16.265333,15.478,16.098,250717500,63.5,26554.390625,1278.599976,14.844,8161.850098,2943.030029,2405000.0,24578000.0,12103000.0,26199000.0,16.098
2019-04-30,16.137333,16.280666,15.8,15.912667,141969000,63.91,26592.910156,1282.800049,14.9,8095.390137,2945.830078,2405000.0,24578000.0,12103000.0,26199000.0,15.912667
2019-05-01,15.923333,16.0,15.433333,15.600667,160566000,63.599998,26430.140625,1281.400024,14.645,8049.640137,2923.72998,2405000.0,24578000.0,12103000.0,26199000.0,15.600667
2019-05-02,16.368,16.475332,15.848,16.273333,272389500,61.810001,26307.789063,1269.699951,14.54,8036.77002,2917.52002,2405000.0,24578000.0,12103000.0,26199000.0,16.273333
2019-05-03,16.257334,17.107332,16.232668,17.002001,355602000,61.939999,26504.949219,1279.199951,14.907,8164.0,2945.639893,2405000.0,24578000.0,12103000.0,26199000.0,17.002001
2019-05-06,16.667999,17.223333,16.566668,17.022667,162508500,62.25,26438.480469,1281.699951,14.857,8123.290039,2932.469971,2405000.0,24578000.0,12103000.0,26199000.0,17.022667
2019-05-07,17.120001,17.147333,16.34,16.470667,151971000,61.400002,25965.089844,1283.5,14.86,7963.759766,2884.050049,2405000.0,24578000.0,12103000.0,26199000.0,16.470667
2019-05-08,16.462667,16.706667,16.280001,16.322666,92646000,62.119999,25967.330078,1279.400024,14.792,7943.319824,2879.419922,2405000.0,24578000.0,12103000.0,26199000.0,16.322666
2019-05-09,16.133333,16.245333,15.796,16.132,100671000,61.700001,25828.359375,1283.5,14.707,7910.589844,2870.719971,2405000.0,24578000.0,12103000.0,26199000.0,16.132
2019-05-10,15.983333,16.132668,15.734667,15.968,105124500,61.66,25942.369141,1285.699951,14.726,7916.939941,2881.399902,2405000.0,24578000.0,12103000.0,26199000.0,15.968
2019-05-13,15.467333,15.498,14.966667,15.134,162522000,61.040001,25324.990234,1300.099976,14.713,7647.02002,2811.870117,2405000.0,24578000.0,12103000.0,26199000.0,15.134
2019-05-14,15.286667,15.633333,15.2,15.487333,108786000,61.779999,25532.050781,1294.699951,14.752,7734.490234,2834.409912,2405000.0,24578000.0,12103000.0,26199000.0,15.487333
2019-05-15,15.288,15.496,15.016667,15.463333,109440000,62.02,25648.019531,1296.300049,14.752,7822.149902,2850.959961,2405000.0,24578000.0,12103000.0,26199000.0,15.463333
2019-05-16,15.299333,15.4,15.1,15.222,112249500,62.869999,25862.679688,1285.0,14.479,7898.049805,2876.320068,2405000.0,24578000.0,12103000.0,26199000.0,15.222
2019-05-17,14.797333,14.816,13.928,14.068667,266800500,62.759998,25764.0,1274.5,14.348,7816.279785,2859.530029,2405000.0,24578000.0,12103000.0,26199000.0,14.068667
2019-05-20,13.52,13.733333,13.016667,13.690667,307893000,63.099998,25679.900391,1276.099976,14.409,7702.379883,2840.22998,2405000.0,24578000.0,12103000.0,26199000.0,13.690667
2019-05-21,13.184,13.826667,13.069333,13.672,270058500,62.990002,25877.330078,1272.0,14.373,7785.720215,2864.360107,2405000.0,24578000.0,12103000.0,26199000.0,13.672
2019-05-22,13.273333,13.596,12.785333,12.848667,280278000,61.419998,25776.609375,1273.599976,14.414,7750.839844,2856.27002,2405000.0,24578000.0,12103000.0,26199000.0,12.848667
2019-05-23,12.956,13.298,12.414667,13.032667,398206500,57.91,25490.470703,1284.800049,14.577,7628.279785,2822.23999,2405000.0,24578000.0,12103000.0,26199000.0,13.032667
2019-05-24,13.322,13.332,12.583333,12.708667,212049000,58.630001,25585.689453,1283.0,14.52,7637.009766,2826.060059,2405000.0,24578000.0,12103000.0,26199000.0,12.708667
2019-05-28,12.746667,13.0,12.523333,12.58,154693500,59.139999,25347.769531,1276.5,14.281,7607.350098,2802.389893,2405000.0,24578000.0,12103000.0,26199000.0,12.58
2019-05-29,12.473333,12.826,12.336,12.657333,179529000,58.810001,25126.410156,1280.599976,14.372,7547.310059,2783.02002,2405000.0,24578000.0,12103000.0,26199000.0,12.657333
